songs_links,songs_title_author,songs_progressions
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo312.html,Bitches Brew (2) - Miles Davis,"[['[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo311.html,Bitches Brew - Miles Davis,"[['[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]', '[Bbsus Bsus]', '[Csus Bsus]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo190.html,Blue Mode - J.J. Johnson,"[['Bb7', '[Eb7 Em7b5]', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', '[D-7 G7]', 'C-7', 'F7', '[Bb7 F7]', '[Bb7 G7 C-7 F7]'], ['Bb7', '[A-7 D7]', 'G-7', '[F-7 Bb7]', 'Eb7', 'Eb7', '[Eb-7 D7]', '[Db7 G7]', 'C-7', '[C7 F7]', '[Bb7 G7]', '[C-7 F7]'], ['Bb7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo391.html,Blue Mode - Sonny Stitt,"[['Bb7', '[Eb7 Em7b5]', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', '[Bb7 G7]', 'C-7', 'F7', '[Bb7 F7]', '[B7 G7 C-7 F7]'], ['Bb7', '[A-7 D-7]', 'G-7', 'F7', 'Eb7', 'Eb7', 'F7', '[Eb7 G7]', 'C-7', '[C-7 F7]', 'Bb7', 'Bb7', '[ ~]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo349.html,Blue Rondo a la Turk - Paul Desmond,"[['F7', 'Bb7', 'F7', 'F7', 'Bb7', 'Bb7', 'F7', '[A-7 D7]', 'G-7', 'C7', '[F7 D7]', '[G-7 C7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo380.html,Blue Seven (2) - Sonny Rollins,"[['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'C-7', 'F7', 'Bb7', 'Bb7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo381.html,Blue Seven (3) - Sonny Rollins,"[['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', '[D-7 G7]', 'C-7', 'F7', 'Bb7', 'F7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo379.html,Blue Seven - Sonny Rollins,"[['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'F7', 'Eb7', 'Bb7', 'F7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo102.html,Blue Train - Curtis Fuller,"[['[Eb7 ~]', 'Ab7', 'Eb7', 'Eb7', 'Ab7', 'Ab7', 'Eb7', '[G-7 C7]', 'F-7', 'Bb7', 'Eb7', '[F-7 Bb7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo218.html,Blue Train - John Coltrane,"[['Eb7', 'Ab7', 'Eb7', 'Eb7', 'Ab7', 'Ab7', 'Eb7', 'C7', 'F-7', 'Bb7', 'Eb7', 'Eb7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo274.html,Blue Train - Lee Morgan,"[['Eb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'C-7', 'F-7', 'Bb7', 'Eb7', 'Bb7'], ['Eb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'C-7', 'F-7', 'Bb7', 'Eb7', 'Bb7'], ['Eb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'C-7', 'F-7', 'Bb7', 'Eb7', 'Bb7'], ['Eb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'C-7', 'F-7', 'Bb7', 'Eb7', 'Bb7'], ['Eb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'C-7', 'F-7', 'Bb7', 'Eb7', 'Bb7'], ['A6', 'A6']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo135.html,Blue ‘n Boogie - Dizzy Gillespie,"[['Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'C-7', 'F7', 'Bb7', 'Bb7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo217.html,Blues by Five - John Coltrane,"[['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'C-7', 'F7', 'Bb7', 'F7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo313.html,Blues by Five - Miles Davis,"[['Bb7', 'Eb7', 'Bb7', '[F-7 Bb7]', 'Eb7', 'Eb7', 'Bb7', 'G7', 'C-7', 'F7', 'Bb7', 'F7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo53.html,Blues for Alice - Charlie Parker,"[['Fj7', '[Em7b5 A79b]', '[D-7 G7]', '[C-7 F7]', 'Bb7', '[Bb-7 Eb7]', '[A-7 D7]', '[Ab-7 Db7]', 'G-7', 'C7', '[Fj7 D-7]', '[G-7 C7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo32.html,Blues for Bela - Bob Berg,"[['C-7', 'C-7', 'C-7', 'C-7', 'F-7', 'F-7', 'C-7', 'C-7', 'Ab7', 'G7', 'C-7', 'G7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo2.html,Blues for Blanche - Art Pepper,"[['Eb7', 'Ab7', 'Eb7', 'Eb7', 'Ab7', 'Ab7', 'Eb7', 'Eb7', 'F-7', 'Bb7', 'Eb7', 'Bb7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo117.html,Blues for Two (2) - David Murray,"[['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', '[D-7 G7]', 'C7', 'F7', 'Bb7', 'Bb7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo116.html,Blues for Two - David Murray,"[['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'C7', 'F7', 'Bb7', 'Bb7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo249.html,Blues in Be-Bop - Kenny Dorham,"[['Eb7', 'Eb7', 'Eb7', 'Eb7', 'Ab7', 'Ab7', 'Eb7', 'Eb7', 'Bb7', 'Ab7', 'Eb7', 'Eb7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo392.html,Blues in Be-Bop - Sonny Stitt,"[['Eb7', 'Ab7', 'Eb7', 'Eb7', 'Ab7', 'Ab7', 'Eb7', '[Bb-7 A7]', 'Ab7', 'Bb7', 'Eb7', '[Eb7 Bb7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo191.html,Blues in the Closet - J.J. Johnson,"[['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'G7', 'C-7', 'F7', 'Bb7', 'F7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo397.html,Blues in the Closet - Stan Getz,"[['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'C-7', 'F7', 'Bb7', 'F7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo243.html,Blues on Sunday - Joshua Redman,"[['Eb7', 'Ab7', 'Eb7', 'Eb7', 'Ab7', 'Ab7', 'Eb7', 'C7', 'F-7', 'Bb7', 'Eb7', 'Bb7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo86.html,Body and Soul (2) - Chu Berry,"[['[Dj7 E-7]', '[D/F# G-7 C7]', '[F#-7 B-7 E-7 A7]', 'Dj7', '[D-7 G7]', '[Cj7 Eb-]', '[D-7 G7]', '[C7 B7 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Em7b5]', 'Eb-7', '[Ab F7]', 'Bb-7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo119.html,Body and Soul (2) - David Murray,[['[Eb-7 Bb7]']]
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo207.html,Body and Soul (2) - Joe Lovano,"[['[Dj7 E-7]', '[D/F# G-7 C7]', '[F#-7 B-7 E-7 A7]', 'Dj7', '[D-7 G7]', '[Cj7 Ebo]', '[D-7 G7]', '[C7 B7 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 Bb7]'], ['[ ~]', '[ ~]', '[ ~]', '[ ~]', '[ ~]', '[ ~]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo219.html,Body and Soul (Alternate Take) - John Coltrane,"[['[Eb- Eb-j7 Eb-7]', 'Ab7', '[Eb- Eb-j7 Eb-7]', 'Ab7', 'Db/Ab', '[F+/Ab G+/Ab]', 'F-7/Ab', '[E-7 A7]', 'Absus', 'Absus', 'Ab7', 'B7911#', '[F+/Ab G+/Ab]', '[F+/Ab G+/Ab]', '[F+/Ab Ab79b]', '[Db F79b13b Bb+7]'], ['[Eb- Eb-j7 Eb-7]', 'Ab7', '[Eb- Eb-j7 Eb-7]', 'Ab7', 'Db/Ab', '[F+/Ab G+/Ab]', 'F-7/Ab', '[E-7 A7]', 'Absus', 'Absus', 'Ab7', 'B7911#', '[F+/Ab G+/Ab]', '[F+/Ab G+/Ab]', '[F+/Ab Ab79b]', '[Db E-7 A7]'], ['Dj7', 'E-7', 'D/F#', '[G-7 C7]', '[Dj7 F7]', '[Bbj7 Db7]', '[Gbj7 A7]', 'Dj7', 'Dm7b5', 'G79b', 'Cj7', 'Eb7', '[Ab7 B7]', '[Ej7 G7]', '[Cj7 B7]', '[Bbsus Bb7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo85.html,Body and Soul - Chu Berry,"[['[D-7 A79b]', '[D-7 Db7]', '[Cj7 F7]', '[E-7 Ebo7]', 'D-7', '[Bm7b5 E7]', '[A-7 D7 D-7 G7]', '[C6 A7]'], ['[D-7 A79b]', '[D-7 Db7]', '[Cj7 F7]', '[E-7 Ebo7]', 'D-7', '[Bm7b5 E7]', '[A-7 D7 D-7 G7]', '[C Ab7]'], ['[Dbj7 Eb-7]', '[Db/F Gb-7 B7]', '[F-7 Bb-7 Eb-7 Ab7]', 'Dbj7', '[Db-7 Gb7]', '[Bj7 D-]', '[Db-7 Gb7]', '[B7 Bb7 A7]'], ['[D-7 A79b]', '[D-7 Db7]', '[Cj7 F7]', '[E-7 Ebo7]', 'D-7', '[Bm7b5 E7]', '[A-7 D7 D-7 G7]', '[C6 ~]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo96.html,Body and Soul - Coleman Hawkins,"[['[Eb- D+7]', '[Eb-7 D7]', '[Dbj7 Eb-7]', '[F-7 Eo]', 'Eb-7', '[Cm7b5 B7]', '[Bb-7 Eb-7 Ab7]', '[Dbj7 Fm7b5 Bb79b]'], ['[Eb- D+7]', '[Eb-7 D7]', '[Db-7 Eb-7]', '[F-7 Eo]', 'Eb-7', '[Cm7b5 B7]', '[Bb-7 Eb-7 Ab7]', '[Db E-7 A7]'], ['[Dj7 E-7]', '[B-7 F#G-7 C7]', '[F#-7 B-7 E-7 A7]', '[Dj7 F#-7 E-7]', '[D-7 G7]', '[Cj7 Ebo]', '[D-7 G7]', '[C7 B7 Bbsus7 Bb7]'], ['[Eb- B+7]', '[Eb-7 Ab7]', '[Dbj7 Gb7]', '[F-7 Eo]', 'Eb-7', '[Ab7 Ao]', '[Ao Eb-7 Ab+7]', '[Ab+7 Fm7b5 Bb7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo118.html,Body and Soul - David Murray,"[['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 E-7 A7]'], ['[Dj7 E-7]', '[F#-7 G-7 C7]', '[F#-7 B-7 E-7 A7]', 'Dj7', '[D-7 G7]', '[Cj7 Ebo]', '[D-7 G7]', '[C7 B7 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 Gb7 Fm7b5 Bb7]'], ['[Eb-7 Bb7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo140.html,Body and Soul - Don Byas,"[['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db A7]'], ['[Dj7 E-7]', '[D G-7 C7]', '[F#-7 B-7 E-7 A7]', 'Dj7', '[D-7 G7]', '[Cj7 Ebo]', '[D-7 G7]', '[C7 B7 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 Bb7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo206.html,Body and Soul - Joe Lovano,"[['[Eb-7 B79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db A7]'], ['[Dj7 E-7]', '[D/F# G-7 C7]', '[F#-7 B7 E-7 A7]', 'Dj7', '[D-7 G7]', '[Cj7 Ebo]', '[D-7 G7]', '[C7 B7 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 Bb7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo220.html,Body and Soul - John Coltrane,"[['[Eb-/Ab Eb-79/Ab]', 'Ab7', 'Eb-/Ab', 'Ab7', 'Db79/Ab', '[F+/Ab G+/Ab]', 'F-7/Ab', '[E-7 A7]', 'Absus', 'Absus', 'Ab7', 'B7911#', '[F+/Ab G+/Ab]', '[F+/Ab G+/Ab]', '[F+/Ab Ab7]', '[Db79 F79b13b Bb+7]'], ['[Eb-/Ab Eb-79/Ab]', 'Ab7', '[Eb-/Ab Eb-79/Ab]', 'Ab7', 'Db79/Ab', '[F+/Ab G+/Ab]', 'F-7/Ab', '[E-7 A7]', 'Absus', 'Absus', 'Ab7', 'B7911#', '[F+/Ab G+/Ab]', '[F+/Ab G+/Ab]', '[F+/Ab Ab7]', '[Db79 E-7 A7]'], ['D79', 'E-7', 'D/F#', '[G-7 C7]', '[Dj7 F7]', '[Bbj7 Db7]', '[Gbj7 A7]', 'Dj7', 'Dm7b5', 'G79b', 'C79', 'Eb7', '[Abj7 B7]', '[Ej7 G7]', '[Cj7 B7]', '[Bbsus Bb7913]'], ['[Eb-/Ab Eb-79/Ab]', 'Ab7', '[Eb-/Ab Eb-79/Ab]', 'Ab7', 'Db79/Ab', '[F+/Ab G+/Ab]', 'F-7/Ab', '[E-7 A7]', 'Absus', 'Absus', 'Ab7', 'B7911#', '[F+/Ab G+/Ab]', '[F+/Ab G+/Ab]', '[F+/Ab Ab7]', '[Db79 F79b13b Bb+7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo279.html,Body and Soul - Lester Young,"[['[Eb- D7]', '[Fb-7 D7]', '[Dbj7 Eb-7]', '[F-7 Eo]', 'Eb-7', '[C-7 B7]', '[Bb-7 Eb-7 Ab7]', '[Dbj7 F-7 Bb7]'], ['[Eb- D7 E7]', '[Eb-7 D7 Eb]', '[Dbj7 Eb-7]', '[F-7 Eo]', '[Eb-7 D7]', '[C-7 B7]', '[Bb-7 Eb-7 Ab7]', '[Db E-7 A7]'], ['[Dj7 E-7]', '[B-7 G-7]', '[F#-7 E-7]', 'Dj7', '[D-7 G7]', '[Cj7 Ebo]', '[D-7 G7]', '[C7 B7 Bb7]'], ['[Eb- D7]', '[Eb-7 Ab7]', '[Dbj7 Gb7]', '[F-7 Eo]', 'Eo', '[Ab7 Ao]', '[Bb-7 Eb-7]', '[Db F-7 Bb7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo367.html,Body and Soul - Roy Eldridge,"[['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db A7]'], ['[Dj7 E-7]', '[D/F# G-7 C7]', '[F#-7 B-7 E-7 A7]', 'Dj7', '[D-7 G7]', '[Cj7 Ebo]', '[D-7 G7]', '[C7 B7 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', 'Db6', '[Db6 ~]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo393.html,Body and Soul - Sonny Stitt,"[['[Eb-7 Bb79b]', '[Absus7 Ab7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 B7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 B7]', '[Bb-7 D7]', '[Db6 E-7 A7]'], ['[Dj7 E-7]', '[F#-7 G-7 C7]', '[F#-7 B7 E-7 A7]', 'Dj7', '[D-7 G7]', '[Cj7 Ebo]', '[D-7 G7]', '[C7 B7 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 B7911#F7]', '[Bb-7 ~]', '[ ~]', '[ ~]', '[ ~]', 'Db6']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo398.html,Body and Soul - Stan Getz,"[['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb-7 Ab7]', '[Db6 Fm7b5 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb-7 Ab7]', '[Db A7]'], ['[Dj7 E-7]', '[F#-7 G-7]', '[F#-7 B-7 E-7 A7]', 'Dj7', '[D-7 G7]', '[Cj7 Ebo7]', '[D-7 G7]', '[C7 Bb7]'], ['[Eb-7 Bb79b]', '[Eb-7 D7]', '[Dbj7 Gb7]', '[F-7 Eo7]', 'Eb-7', '[Cm7b5 F7]', '[Bb-7 Eb7 Eb-7 Ab7]', '[Db6 A7]'], ['[Dj7 E-7]', '[F#-7 G-7]', '[F#-7 B-7 E-7 A7]', 'Dj7', '[D-7 G7]', '[Cj7 Ebo7]', '[D-7 G7]', '[C7 B7 Bb7]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo334.html,Bohemia After Dark - Nat Adderley,"[['D79b', 'D79b'], ['G-7', '[Am7b5 D79b]', 'G-7', '[Am7b5 D79b]', 'G-7', '[Am7b5 D79b]', 'G-7', 'G-7', 'G-7', 'C7', 'C7', 'C7', 'C7', 'C7', 'Am7b5', 'D7'], ['G-7', '[Am7b5 D79b]', 'G-7', '[Am7b5 D79b]', 'G-7', '[Am7b5 D79b]', 'G-7', 'G-7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo267.html,Bop Goes to Leesel - Lee Konitz,"[['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', '[D-7 G7]', 'C7', 'F7', 'Bb7', 'F7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo350.html,Bossa Antigua - Paul Desmond,"[['Abj7', 'Abj7', 'Bb-7', 'Eb7', 'Abj7', 'F-7', 'Bb-7', 'Eb7', 'C-7', 'F7', 'Bb-7', 'Eb7', 'Abj7', 'F-7', 'Bb-7', '[D-7 G7]'], ['Cj7', 'A-7', 'D-7', 'G7', 'E-7', 'A-7', 'D-7', 'G7', 'C-7', 'F7', 'Bb-7', 'Eb7', 'Abj7', 'F-7', 'Bb-7', 'Eb7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo257.html,Brother Hubbard (2) - Kenny Garrett,"[['D-7911', 'G-7', 'D-7911', 'G-7', 'D-7911', 'G-7', 'D-7911', 'G-7', 'Abj7', 'G-7', 'Abj7', '[E7 A7]', 'D-7911', 'G-7', 'D-7911', 'G-7'], ['D-7911', 'G-7', 'D-7911', 'G-7', 'D-7911', 'G-7', 'D-7911', 'G-7', 'Abj7', 'G-7', 'Abj7', '[E7 A7]', 'D-7911', 'G-7', 'D-7911', 'G-7'], ['[G-7 A-7]', 'D-7', '[G-7 A-7]', 'D-7', '[G-7 A-7]', 'D-7', 'G-7', '[A7 Bbj7]', 'Bbj7', 'A7911#', 'D-7911', 'G-7', 'D-7911', 'G-7', 'D-7911', 'G-7', 'D-7911', 'G-7']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo256.html,Brother Hubbard - Kenny Garrett,"[['D-', 'G-', 'D-', 'G-', 'D-', 'G-', 'D-', 'G-', 'Abj7', 'G-', 'Abj7', '[G- A7]', 'D-', 'G-', 'D-', 'G-'], ['D-', 'G-', 'D-', 'G-', 'D-', 'G-', 'D-', 'G-', 'Abj7', 'G-', 'Abj7', '[G- A7]', 'D-', 'G-', 'D-', 'G-'], ['[G- A7]', 'D-', '[G- A7]', 'D-', '[G- A7]', 'D-', 'G-', '[A7 Eb7]', 'D-', '[A7 Eb7]'], ['D-', 'G-', 'D-', 'G-', 'D-', 'Bb-', 'D-', 'G-']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo172.html,Bunny - Gerry Mulligan,"[['[A-7 D7]', '[G E7]', '[A-7 D7]', '[D-7 G-7]', '[C C-7 F7]', '[Bb Bb-7 Eb7]', '[A-7 D7]', 'G'], ['[A-7 D7]', '[G E7]', '[A-7 D7]', '[D-7 G7]', '[C C-7 F7]', '[Bb Bb-7 Eb7]', '[A-7 D7]', '[G C]'], ['[D-7 G7]', '[C A7]', '[D-7 G7]', 'C', '[C-7 F7]', 'Bb', '[A-7 D7]', '[B-7 E7]'], ['[A-7 D7]', '[G E7]', '[A-7 D7]', '[D-7 G-7]', '[C C-7 F7]', '[Bb Bb-7 Eb7]', '[A-7 D7]', '[G C]'], ['[ ~]']]"
https://jazzomat.hfm-weimar.de/dbformat/synopsis/solo241.html,Bunny - Johnny Hodges,"[['[A-7 D7]', '[G E7]', '[A-7 D7]', '[D-7 G7]', '[C F7]', '[Bb Bb-7 Eb7]', '[A-7 D7]', '[G C]'], ['[A-7 D7]', '[G E7]', '[A-7 D7]', '[D-7 G7]', '[Cj7 F7]', '[Bb Bb-7 Eb7]', '[A-7 D7]', '[G C]'], ['[D-7 G7]', '[Cj7 A7]', '[D-7 G7]', 'Cj7', '[C-7 F7]', 'Bb', '[A-7 D7]', '[B-7 E7]'], ['[A-7 D7]', '[G E7]', '[A- D7]', '[D-7 G7]', '[C F7]', '[Bb Bb-7 Eb7]', '[A-7 D7]', '[G C]'], ['[ ~]']]"
